Phase and Amplitude Scintillation Indices from KHO (78.147,16.038,0.522)

Satellite System: 0 = GPS, 1 = GLONASS, 2 = SBAS, 5 = GALILEO, 6 = COMPASS, 7 = QZSS, 8 = LBAND

Frequency: GLONASS frequency channel (-7 to +6) 

Signal Type for each Satellite System

GPS     : 1 = L1CA,     4 = L2Y,  5 = L2C, 6 = L2P,    7 = L5Q
GLONASS : 1 = L1CA,     3 = L2CA, 4 = L2P
SBAS    : 1 = L1CA,     2 = L5I
GALILEO : 1 = E1,       2 = E5A,  3 = E5B, 4 = ALTBOC, 5 = E6
COMPASS : 1 = E2
QZSS    : 1 = L1CA,     3 = L2C,  4 = L5Q
LBAND   : 1 = OMNISTAR, 2 = CDGPS

GPS Week: 2313,  Satellite System: 0

GPS TOW , PRN, Freq, SigType, Az , Elv , CNo , Lock Time, CMC Avg, CMC Std , S4 , S4 Cor, 1SecSigma, 3SecSigma, 10SecSigma, 30SecSigma, 60SecSigma , HHMM
 498840.00,28, 0, 7, 50.53, 36.85, 51.70, 8758.20, 264.672,  0.015,  0.040,  0.026,  0.056,  0.078,  0.099,  0.100,  0.100, 1834
 498840.00,31, 0, 1, 90.95, 40.75, 49.26, 5317.97,  -9.449,  0.153,  0.073,  0.034,  0.077,  0.097,  0.121,  0.121,  0.121, 1834
 498840.00, 4, 0, 1,181.59, 44.84, 48.50, 5637.06, -15.347,  0.069,  0.050,  0.038,  0.067,  0.078,  0.093,  0.093,  0.093, 1834
 498840.00, 4, 0, 7,181.59, 44.84, 51.84, 5327.56, 192.361,  0.005,  0.036,  0.026,  0.052,  0.061,  0.072,  0.072,  0.072, 1834
 498900.00,25, 0, 1,358.17, 29.23, 45.09, 7736.94, -10.640,  0.028,  0.077,  0.056,  0.091,  0.127,  0.150,  0.151,  0.151, 1835
 498900.00,25, 0, 7,358.17, 29.23, 51.08, 7734.64, 120.618,  0.019,  0.068,  0.028,  0.078,  0.130,  0.158,  0.160,  0.160, 1835
 498900.00, 6, 0, 1,270.08, 49.79, 50.95, 7336.58, -10.102,  0.116,  0.059,  0.028,  0.072,  0.090,  0.109,  0.109,  0.109, 1835
 498900.00, 6, 0, 7,270.08, 49.79, 53.81, 7334.24, 155.042,  0.002,  0.034,  0.020,  0.052,  0.067,  0.081,  0.081,  0.081, 1835
 498900.00, 9, 0, 1,213.46, 15.82, 43.08, 1527.41,  -6.589,  0.167,  0.205,  0.070,  0.123,  0.152,  0.159,  0.160,  0.160, 1835
 498900.00, 9, 0, 7,213.46, 15.82, 48.60, 1525.23,  96.276,  0.012,  0.064,  0.037,  0.066,  0.078,  0.089,  0.090,  0.090, 1835
 498900.00,11, 0, 1,308.57, 23.53, 45.35, 1948.58,  -3.004,  0.080,  0.078,  0.054,  0.078,  0.110,  0.129,  0.130,  0.130, 1835
 498900.00,11, 0, 7,308.57, 23.53, 50.12, 1929.14, 105.737,  0.019,  0.070,  0.031,  0.062,  0.099,  0.119,  0.119,  0.119, 1835
 498900.00,19, 0, 1,246.06, 21.34, 45.40,12882.80,  -4.719,  0.078,  0.137,  0.054,  0.090,  0.105,  0.122,  0.122,  0.122, 1835
 498900.00, 3, 0, 1,140.49, 48.04, 50.78,12300.49, -12.847,  0.070,  0.069,  0.029,  0.076,  0.104,  0.126,  0.126,  0.126, 1835
 498900.00, 3, 0, 7,140.49, 48.04, 53.34,12298.44,  90.070,  0.011,  0.049,  0.022,  0.057,  0.088,  0.106,  0.106,  0.106, 1835
 498900.00,12, 0, 1,327.54, 21.48, 45.17,10107.18,  -6.075,  0.053,  0.103,  0.055,  0.082,  0.117,  0.135,  0.135,  0.135, 1835
 498900.00,28, 0, 1, 50.06, 36.64, 47.95, 8822.86,  -7.547,  0.198,  0.058,  0.040,  0.069,  0.099,  0.141,  0.142,  0.142, 1835
 498900.00,28, 0, 7, 50.06, 36.64, 51.70, 8818.20, 264.728,  0.014,  0.041,  0.026,  0.059,  0.094,  0.137,  0.137,  0.137, 1835
 498900.00,31, 0, 1, 90.39, 40.90, 49.31, 5377.97,  -9.854,  0.129,  0.070,  0.034,  0.079,  0.101,  0.131,  0.131,  0.131, 1835
 498900.00, 4, 0, 1,181.24, 45.22, 49.11, 5697.06, -15.249,  0.148,  0.051,  0.035,  0.067,  0.086,  0.111,  0.112,  0.112, 1835
 498900.00, 4, 0, 7,181.24, 45.22, 51.75, 5387.56, 192.381,  0.004,  0.048,  0.026,  0.055,  0.071,  0.090,  0.090,  0.090, 1835
 498960.00,25, 0, 1,357.70, 29.10, 44.69, 7796.94, -10.552,  0.031,  0.077,  0.058,  0.102,  0.170,  0.198,  0.198,  0.198, 1836
 498960.00,25, 0, 7,357.70, 29.10, 51.20, 7794.64, 120.597,  0.011,  0.068,  0.028,  0.095,  0.189,  0.234,  0.234,  0.234, 1836
 498960.00, 6, 0, 1,269.42, 49.94, 50.76, 7396.58, -10.328,  0.016,  0.051,  0.029,  0.069,  0.086,  0.104,  0.104,  0.104, 1836
 498960.00, 6, 0, 7,269.42, 49.94, 53.91, 7394.24, 155.027,  0.008,  0.034,  0.020,  0.051,  0.063,  0.075,  0.075,  0.075, 1836
 498960.00, 9, 0, 1,213.44, 16.26, 44.01, 1587.41,  -6.871,  0.099,  0.231,  0.063,  0.108,  0.121,  0.138,  0.138,  0.138, 1836
 498960.00, 9, 0, 7,213.44, 16.26, 47.72, 1585.23,  96.292,  0.005,  0.100,  0.041,  0.068,  0.082,  0.097,  0.097,  0.097, 1836
 498960.00,11, 0, 1,308.40, 23.93, 45.31, 2008.58,  -3.197,  0.041,  0.082,  0.054,  0.077,  0.095,  0.119,  0.120,  0.120, 1836
 498960.00,11, 0, 7,308.40, 23.93, 50.30, 1989.14, 105.675,  0.017,  0.080,  0.031,  0.061,  0.083,  0.108,  0.109,  0.110, 1836
 498960.00,19, 0, 1,245.82, 20.94, 45.32,12942.80,  -4.954,  0.100,  0.173,  0.054,  0.085,  0.099,  0.118,  0.118,  0.118, 1836
 498960.00, 3, 0, 1,140.15, 47.62, 50.50,12360.49, -12.420,  0.133,  0.069,  0.030,  0.076,  0.096,  0.120,  0.120,  0.120, 1836
 498960.00, 3, 0, 7,140.15, 47.62, 53.48,12358.44,  90.118,  0.015,  0.048,  0.021,  0.056,  0.074,  0.096,  0.096,  0.096, 1836
 498960.00,12, 0, 1,327.21, 21.18, 45.29,10167.18,  -6.005,  0.112,  0.076,  0.054,  0.080,  0.114,  0.136,  0.136,  0.136, 1836
 498960.00,28, 0, 1, 49.60, 36.42, 47.57, 8882.86,  -7.026,  0.056,  0.060,  0.042,  0.072,  0.098,  0.123,  0.124,  0.124, 1836
 498960.00,28, 0, 7, 49.60, 36.42, 51.91, 8878.20, 264.745,  0.003,  0.045,  0.025,  0.060,  0.090,  0.116,  0.117,  0.117, 1836
 498960.00,31, 0, 1, 89.81, 41.04, 49.21, 5437.97, -10.183,  0.055,  0.071,  0.035,  0.077,  0.096,  0.119,  0.119,  0.119, 1836
 498960.00, 4, 0, 1,180.88, 45.61, 49.03, 5757.06, -14.773,  0.094,  0.057,  0.035,  0.067,  0.082,  0.101,  0.101,  0.101, 1836
 498960.00, 4, 0, 7,180.88, 45.61, 51.33, 5447.56, 192.361,  0.017,  0.065,  0.027,  0.054,  0.064,  0.079,  0.079,  0.079, 1836
 499020.00,25, 0, 1,357.24, 28.96, 44.93, 7856.94, -10.326,  0.130,  0.088,  0.057,  0.091,  0.140,  0.180,  0.181,  0.181, 1837
 499020.00,25, 0, 7,357.24, 28.96, 51.41, 7854.64, 120.671,  0.028,  0.063,  0.027,  0.081,  0.153,  0.198,  0.199,  0.199, 1837
 499020.00, 6, 0, 1,268.77, 50.09, 51.13, 7456.58, -10.246,  0.048,  0.052,  0.028,  0.066,  0.080,  0.099,  0.099,  0.099, 1837
 499020.00, 6, 0, 7,268.77, 50.09, 53.68, 7454.24, 155.002,  0.005,  0.038,  0.021,  0.050,  0.060,  0.074,  0.074,  0.074, 1837
 499020.00, 9, 0, 1,213.41, 16.69, 44.39, 1647.42,  -6.586,  0.035,  0.147,  0.060,  0.086,  0.106,  0.119,  0.119,  0.119, 1837
 499020.00, 9, 0, 7,213.41, 16.69, 47.78, 1645.24,  96.256,  0.009,  0.127,  0.041,  0.064,  0.078,  0.090,  0.090,  0.090, 1837
 499020.00,11, 0, 1,308.23, 24.31, 45.41, 2068.58,  -3.343,  0.066,  0.097,  0.054,  0.075,  0.099,  0.120,  0.121,  0.121, 1837
 499020.00,11, 0, 7,308.23, 24.31, 50.48, 2049.14, 105.647,  0.002,  0.068,  0.030,  0.060,  0.091,  0.116,  0.117,  0.117, 1837
 499020.00,19, 0, 1,245.60, 20.55, 45.55,13002.80,  -4.581,  0.033,  0.119,  0.053,  0.079,  0.093,  0.114,  0.114,  0.114, 1837
 499020.00, 3, 0, 1,139.83, 47.22, 50.31,12420.49, -12.257,  0.035,  0.071,  0.031,  0.075,  0.092,  0.110,  0.110,  0.110, 1837
 499020.00, 3, 0, 7,139.83, 47.22, 53.42,12418.44,  90.167,  0.012,  0.038,  0.021,  0.053,  0.069,  0.083,  0.083,  0.083, 1837
 499020.00,12, 0, 1,326.89, 20.89, 45.06,10227.18,  -5.876,  0.058,  0.089,  0.056,  0.076,  0.108,  0.148,  0.148,  0.148, 1837
 499020.00,28, 0, 1, 49.15, 36.21, 47.64, 8942.86,  -7.192,  0.075,  0.049,  0.042,  0.070,  0.098,  0.141,  0.141,  0.142, 1837
 499020.00,28, 0, 7, 49.15, 36.21, 51.95, 8938.20, 264.751,  0.004,  0.040,  0.025,  0.061,  0.101,  0.150,  0.151,  0.152, 1837
 499020.00,31, 0, 1, 89.25, 41.17, 49.47, 5497.97, -10.351,  0.057,  0.062,  0.034,  0.069,  0.088,  0.112,  0.112,  0.112, 1837
 499020.00, 4, 0, 1,180.52, 45.98, 49.19, 5817.06, -14.702,  0.056,  0.052,  0.035,  0.065,  0.083,  0.110,  0.110,  0.110, 1837
 499020.00, 4, 0, 7,180.52, 45.98, 50.80, 5507.56, 192.286,  0.018,  0.047,  0.029,  0.055,  0.072,  0.099,  0.100,  0.100, 1837
 499080.00,25, 0, 1,356.79, 28.82, 44.39, 7916.94, -10.104,  0.051,  0.091,  0.060,  0.095,  0.130,  0.143,  0.144,  0.144, 1838
 499080.00,25, 0, 7,356.79, 28.82, 51.87, 7914.64, 120.765,  0.029,  0.064,  0.025,  0.073,  0.118,  0.139,  0.141,  0.141, 1838
 499080.00, 6, 0, 1,268.10, 50.23, 50.96, 7516.58, -10.086,  0.043,  0.050,  0.028,  0.071,  0.093,  0.107,  0.107,  0.107, 1838
 499080.00, 6, 0, 7,268.10, 50.23, 54.07, 7514.24, 155.019,  0.012,  0.035,  0.020,  0.052,  0.068,  0.079,  0.080,  0.080, 1838
 499080.00, 9, 0, 1,213.39, 17.12, 42.75, 1707.42,  -6.949,  0.213,  0.156,  0.073,  0.101,  0.124,  0.135,  0.135,  0.135, 1838
 499080.00, 9, 0, 7,213.39, 17.12, 49.27, 1705.24,  96.259,  0.006,  0.072,  0.034,  0.058,  0.076,  0.086,  0.087,  0.087, 1838
 499080.00,11, 0, 1,308.06, 24.70, 44.92, 2128.58,  -3.531,  0.079,  0.091,  0.057,  0.077,  0.104,  0.123,  0.124,  0.124, 1838
 499080.00,11, 0, 7,308.06, 24.70, 50.84, 2109.14, 105.654,  0.005,  0.061,  0.029,  0.055,  0.083,  0.105,  0.105,  0.105, 1838
 499080.00,19, 0, 1,245.37, 20.16, 45.18,13062.80,  -4.347,  0.124,  0.085,  0.055,  0.083,  0.104,  0.122,  0.123,  0.123, 1838
 499080.00, 3, 0, 1,139.52, 46.81, 49.86,12480.49, -12.371,  0.018,  0.075,  0.032,  0.081,  0.103,  0.115,  0.115,  0.115, 1838
 499080.00, 3, 0, 7,139.52, 46.81, 53.54,12478.44,  90.192,  0.005,  0.047,  0.021,  0.055,  0.075,  0.085,  0.086,  0.086, 1838
 499080.00,12, 0, 1,326.57, 20.59, 44.68,10287.18,  -6.132,  0.049,  0.081,  0.058,  0.079,  0.099,  0.113,  0.113,  0.113, 1838
 499080.00,28, 0, 1, 48.71, 35.98, 47.17, 9002.86,  -7.416,  0.060,  0.060,  0.044,  0.071,  0.097,  0.124,  0.125,  0.125, 1838
 499080.00,28, 0, 7, 48.71, 35.98, 52.06, 8998.20, 264.739,  0.006,  0.041,  0.025,  0.058,  0.087,  0.121,  0.123,  0.123, 1838
 499080.00,31, 0, 1, 88.67, 41.30, 49.45, 5557.97, -10.371,  0.072,  0.064,  0.034,  0.073,  0.101,  0.124,  0.124,  0.124, 1838
 499080.00, 4, 0, 1,180.14, 46.35, 49.27, 5877.06, -14.402,  0.091,  0.052,  0.034,  0.070,  0.097,  0.116,  0.116,  0.116, 1838
 499080.00, 4, 0, 7,180.14, 46.35, 51.58, 5567.56, 192.294,  0.026,  0.062,  0.026,  0.058,  0.088,  0.105,  0.105,  0.106, 1838
 499140.00,25, 0, 1,356.33, 28.67, 44.70, 7976.94,  -9.683,  0.117,  0.081,  0.058,  0.093,  0.126,  0.150,  0.151,  0.151, 1839
 499140.00,25, 0, 7,356.33, 28.67, 52.09, 7974.64, 120.859,  0.025,  0.063,  0.025,  0.075,  0.119,  0.147,  0.148,  0.148, 1839
 499140.00, 6, 0, 1,267.43, 50.36, 51.23, 7576.58,  -9.977,  0.026,  0.047,  0.027,  0.065,  0.081,  0.097,  0.097,  0.097, 1839
 499140.00, 6, 0, 7,267.43, 50.36, 54.01, 7574.24, 155.045,  0.002,  0.041,  0.020,  0.050,  0.061,  0.074,  0.074,  0.074, 1839
 499140.00, 9, 0, 1,213.36, 17.55, 45.27, 1767.42,  -6.873,  0.219,  0.212,  0.055,  0.092,  0.110,  0.115,  0.115,  0.115, 1839
 499140.00, 9, 0, 7,213.36, 17.55, 48.69, 1765.24,  96.281,  0.005,  0.149,  0.037,  0.055,  0.063,  0.070,  0.070,  0.070, 1839
 499140.00,11, 0, 1,307.88, 25.08, 45.57, 2188.58,  -3.547,  0.065,  0.088,  0.053,  0.075,  0.101,  0.119,  0.119,  0.119, 1839
 499140.00,11, 0, 7,307.88, 25.08, 50.43, 2169.14, 105.661,  0.002,  0.076,  0.030,  0.060,  0.092,  0.111,  0.111,  0.111, 1839
 499140.00,19, 0, 1,245.15, 19.76, 44.43,13122.80,  -4.214,  0.023,  0.126,  0.060,  0.082,  0.094,  0.110,  0.110,  0.109, 1839
 499140.00, 3, 0, 1,139.22, 46.40, 49.83,12540.49, -12.237,  0.067,  0.074,  0.032,  0.076,  0.094,  0.109,  0.109,  0.109, 1839
 499140.00, 3, 0, 7,139.22, 46.40, 53.29,12538.44,  90.204,  0.008,  0.058,  0.022,  0.058,  0.081,  0.096,  0.096,  0.096, 1839
 499140.00,12, 0, 1,326.26, 20.28, 44.90,10347.18,  -5.981,  0.056,  0.105,  0.057,  0.077,  0.103,  0.127,  0.128,  0.128, 1839
 499140.00,28, 0, 1, 48.26, 35.75, 47.01, 9062.86,  -7.493,  0.037,  0.056,  0.045,  0.072,  0.097,  0.125,  0.125,  0.125, 1839
 499140.00,28, 0, 7, 48.26, 35.75, 51.79, 9058.20, 264.782,  0.014,  0.041,  0.026,  0.061,  0.096,  0.126,  0.127,  0.127, 1839
 499140.00,31, 0, 1, 88.10, 41.42, 49.65, 5617.97,  -9.972,  0.150,  0.071,  0.033,  0.070,  0.095,  0.113,  0.113,  0.113, 1839
 499140.00, 4, 0, 1,179.75, 46.72, 49.02, 5937.06, -14.415,  0.087,  0.055,  0.035,  0.067,  0.087,  0.107,  0.107,  0.107, 1839
 499140.00, 4, 0, 7,179.75, 46.72, 51.58, 5627.56, 192.389,  0.016,  0.049,  0.026,  0.056,  0.076,  0.098,  0.098,  0.098, 1839
 499200.00,25, 0, 1,355.88, 28.52, 44.69, 8036.94,  -9.297,  0.121,  0.089,  0.058,  0.096,  0.130,  0.160,  0.160,  0.161, 1840
 499200.00,25, 0, 7,355.88, 28.52, 52.67, 8034.64, 120.948,  0.031,  0.071,  0.023,  0.083,  0.132,  0.170,  0.171,  0.171, 1840
 499200.00, 6, 0, 1,266.75, 50.48, 51.20, 7636.58, -10.100,  0.049,  0.041,  0.028,  0.065,  0.090,  0.109,  0.109,  0.109, 1840
 499200.00, 6, 0, 7,266.75, 50.48, 54.26, 7634.24, 155.038,  0.002,  0.038,  0.019,  0.050,  0.070,  0.086,  0.086,  0.086, 1840
 499200.00, 9, 0, 1,213.33, 17.99, 44.68, 1827.42,  -6.478,  0.040,  0.194,  0.058,  0.082,  0.102,  0.115,  0.115,  0.115, 1840
 499200.00, 9, 0, 7,213.33, 17.99, 46.86, 1825.24,  96.194,  0.043,  0.098,  0.045,  0.060,  0.074,  0.085,  0.085,  0.085, 1840
 499200.00,11, 0, 1,307.70, 25.47, 45.86, 2248.58,  -3.392,  0.015,  0.083,  0.051,  0.074,  0.105,  0.152,  0.153,  0.153, 1840
 499200.00,11, 0, 7,307.70, 25.47, 50.30, 2229.14, 105.626,  0.015,  0.083,  0.031,  0.060,  0.096,  0.149,  0.151,  0.151, 1840
 499200.00,19, 0, 1,244.93, 19.37, 45.26,13182.80,  -4.147,  0.201,  0.199,  0.055,  0.077,  0.093,  0.110,  0.110,  0.110, 1840
 499200.00, 3, 0, 1,138.93, 45.98, 49.93,12600.49, -11.964,  0.084,  0.063,  0.032,  0.074,  0.106,  0.136,  0.136,  0.136, 1840
 499200.00, 3, 0, 7,138.93, 45.98, 53.46,12598.44,  90.227,  0.005,  0.054,  0.021,  0.058,  0.095,  0.123,  0.124,  0.124, 1840
 499200.00,12, 0, 1,325.95, 19.97, 45.35,10407.18,  -5.915,  0.162,  0.099,  0.054,  0.083,  0.122,  0.173,  0.175,  0.175, 1840
 499200.00,28, 0, 1, 47.83, 35.52, 47.05, 9122.86,  -7.230,  0.098,  0.067,  0.044,  0.071,  0.110,  0.152,  0.152,  0.152, 1840
 499200.00,28, 0, 7, 47.83, 35.52, 51.75, 9118.20, 264.807,  0.002,  0.047,  0.026,  0.061,  0.105,  0.149,  0.150,  0.150, 1840
 499200.00,31, 0, 1, 87.51, 41.53, 49.34, 5677.97,  -9.664,  0.037,  0.058,  0.034,  0.073,  0.114,  0.148,  0.149,  0.149, 1840
 499200.00, 4, 0, 1,179.36, 47.08, 48.86, 5997.06, -14.718,  0.057,  0.057,  0.036,  0.074,  0.101,  0.141,  0.142,  0.142, 1840
 499200.00, 4, 0, 7,179.36, 47.08, 51.45, 5687.56, 192.391,  0.009,  0.058,  0.027,  0.067,  0.098,  0.141,  0.141,  0.141, 1840
 499260.00,25, 0, 1,355.43, 28.36, 44.86, 8096.94,  -8.987,  0.059,  0.087,  0.057,  0.097,  0.143,  0.186,  0.187,  0.187, 1841
 499260.00,25, 0, 7,355.43, 28.36, 51.86, 8094.64, 120.967,  0.019,  0.086,  0.026,  0.085,  0.148,  0.221,  0.223,  0.223, 1841
 499260.00, 6, 0, 1,266.06, 50.60, 50.84, 7696.58, -10.399,  0.092,  0.041,  0.029,  0.072,  0.103,  0.122,  0.122,  0.122, 1841
 499260.00, 6, 0, 7,266.06, 50.60, 53.97, 7694.24, 155.025,  0.003,  0.034,  0.020,  0.060,  0.090,  0.106,  0.106,  0.106, 1841
 499260.00, 9, 0, 1,213.30, 18.43, 43.94, 1887.42,  -6.746,  0.048,  0.220,  0.064,  0.101,  0.124,  0.134,  0.134,  0.134, 1841
 499260.00, 9, 0, 7,213.30, 18.43, 48.14, 1885.24,  96.134,  0.009,  0.119,  0.039,  0.062,  0.085,  0.096,  0.096,  0.096, 1841
 499260.00,11, 0, 1,307.51, 25.86, 45.72, 2308.58,  -3.394,  0.036,  0.085,  0.052,  0.076,  0.097,  0.115,  0.115,  0.115, 1841
 499260.00,11, 0, 7,307.51, 25.86, 50.20, 2289.14, 105.622,  0.003,  0.066,  0.031,  0.056,  0.076,  0.089,  0.089,  0.089, 1841
 499260.00,19, 0, 1,244.72, 18.96, 45.82,13242.80,  -3.376,  0.169,  0.110,  0.051,  0.073,  0.090,  0.103,  0.104,  0.104, 1841
 499260.00, 3, 0, 1,138.64, 45.56, 49.73,12660.49, -11.770,  0.051,  0.070,  0.033,  0.077,  0.094,  0.113,  0.113,  0.113, 1841
 499260.00, 3, 0, 7,138.64, 45.56, 53.25,12658.44,  90.261,  0.017,  0.066,  0.022,  0.060,  0.072,  0.089,  0.090,  0.090, 1841
 499260.00,12, 0, 1,325.64, 19.66, 44.97,10467.18,  -5.487,  0.041,  0.117,  0.056,  0.082,  0.116,  0.136,  0.136,  0.136, 1841
 499260.00,28, 0, 1, 47.39, 35.28, 47.02, 9182.86,  -6.928,  0.095,  0.069,  0.045,  0.072,  0.098,  0.124,  0.124,  0.124, 1841
 499260.00,28, 0, 7, 47.39, 35.28, 51.40, 9178.20, 264.821,  0.008,  0.049,  0.027,  0.058,  0.085,  0.110,  0.110,  0.110, 1841
 499260.00,31, 0, 1, 86.92, 41.64, 49.25, 5737.97,  -9.448,  0.097,  0.053,  0.034,  0.077,  0.123,  0.149,  0.150,  0.150, 1841
 499260.00, 4, 0, 1,178.95, 47.45, 49.10, 6057.06, -14.650,  0.048,  0.061,  0.035,  0.077,  0.101,  0.125,  0.126,  0.126, 1841
 499260.00, 4, 0, 7,178.95, 47.45, 51.18, 5747.56, 192.375,  0.004,  0.058,  0.028,  0.068,  0.097,  0.123,  0.124,  0.124, 1841
 499320.00,25, 0, 1,354.99, 28.20, 44.62, 8156.94,  -9.231,  0.150,  0.089,  0.059,  0.090,  0.121,  0.164,  0.164,  0.165, 1842
 499320.00,25, 0, 7,354.99, 28.20, 51.68, 8154.64, 120.876,  0.018,  0.068,  0.026,  0.074,  0.125,  0.190,  0.190,  0.191, 1842
 499320.00, 6, 0, 1,265.38, 50.70, 50.84, 7756.58, -10.541,  0.019,  0.037,  0.029,  0.066,  0.086,  0.104,  0.104,  0.104, 1842
 499320.00, 6, 0, 7,265.38, 50.70, 54.41, 7754.24, 155.035,  0.008,  0.034,  0.019,  0.057,  0.079,  0.095,  0.095,  0.095, 1842
 499320.00, 9, 0, 1,213.26, 18.86, 45.58, 1947.42,  -6.504,  0.165,  0.099,  0.053,  0.075,  0.098,  0.118,  0.119,  0.119, 1842
 499320.00, 9, 0, 7,213.26, 18.86, 49.54, 1945.24,  96.195,  0.025,  0.072,  0.033,  0.058,  0.085,  0.108,  0.108,  0.108, 1842
 499320.00,11, 0, 1,307.33, 26.23, 45.77, 2368.58,  -3.347,  0.073,  0.084,  0.051,  0.072,  0.083,  0.100,  0.100,  0.100, 1842
 499320.00,11, 0, 7,307.33, 26.23, 50.72, 2349.14, 105.639,  0.005,  0.059,  0.029,  0.051,  0.063,  0.082,  0.083,  0.083, 1842
 499320.00,19, 0, 1,244.51, 18.57, 45.04,13302.80,  -3.273,  0.021,  0.081,  0.056,  0.074,  0.089,  0.105,  0.105,  0.105, 1842
 499320.00, 3, 0, 1,138.37, 45.15, 49.89,12720.49, -11.456,  0.106,  0.058,  0.032,  0.070,  0.092,  0.110,  0.110,  0.110, 1842
 499320.00, 3, 0, 7,138.37, 45.15, 53.69,12718.44,  90.330,  0.021,  0.053,  0.021,  0.055,  0.076,  0.091,  0.091,  0.091, 1842
 499320.00,12, 0, 1,325.34, 19.35, 44.41,10527.18,  -5.414,  0.049,  0.090,  0.060,  0.078,  0.101,  0.112,  0.112,  0.112, 1842
 499320.00,28, 0, 1, 46.97, 35.03, 46.93, 9242.86,  -6.705,  0.031,  0.062,  0.045,  0.068,  0.086,  0.099,  0.100,  0.100, 1842
 499320.00,28, 0, 7, 46.97, 35.03, 52.04, 9238.20, 264.857,  0.013,  0.045,  0.025,  0.052,  0.071,  0.084,  0.085,  0.085, 1842
 499320.00,31, 0, 1, 86.34, 41.73, 49.36, 5797.97,  -9.083,  0.105,  0.051,  0.034,  0.068,  0.090,  0.109,  0.109,  0.109, 1842
 499320.00, 4, 0, 1,178.54, 47.80, 49.15, 6117.06, -14.531,  0.021,  0.060,  0.035,  0.068,  0.094,  0.107,  0.107,  0.107, 1842
 499320.00, 4, 0, 7,178.54, 47.80, 51.61, 5807.56, 192.379,  0.004,  0.050,  0.026,  0.056,  0.086,  0.101,  0.102,  0.102, 1842
 499380.00,25, 0, 1,354.55, 28.03, 44.82, 8216.94,  -9.270,  0.079,  0.083,  0.057,  0.088,  0.105,  0.119,  0.119,  0.119, 1843
 499380.00,25, 0, 7,354.55, 28.03, 51.22, 8214.64, 120.852,  0.002,  0.079,  0.027,  0.070,  0.098,  0.122,  0.122,  0.123, 1843
 499380.00, 6, 0, 1,264.68, 50.80, 51.15, 7816.58, -10.498,  0.068,  0.049,  0.028,  0.071,  0.095,  0.121,  0.121,  0.121, 1843
 499380.00, 6, 0, 7,264.68, 50.80, 54.61, 7814.24, 155.083,  0.015,  0.038,  0.019,  0.061,  0.089,  0.114,  0.114,  0.114, 1843
 499380.00, 9, 0, 1,213.23, 19.29, 44.75, 2007.42,  -6.148,  0.049,  0.111,  0.058,  0.082,  0.118,  0.139,  0.139,  0.139, 1843
 499380.00, 9, 0, 7,213.23, 19.29, 48.66, 2005.24,  96.251,  0.004,  0.152,  0.037,  0.069,  0.111,  0.132,  0.132,  0.132, 1843
 499380.00,11, 0, 1,307.13, 26.62, 46.22, 2428.58,  -3.097,  0.079,  0.080,  0.049,  0.073,  0.091,  0.111,  0.111,  0.111, 1843
 499380.00,11, 0, 7,307.13, 26.62, 51.37, 2409.14, 105.673,  0.023,  0.077,  0.027,  0.053,  0.070,  0.088,  0.088,  0.088, 1843
 499380.00,19, 0, 1,244.30, 18.17, 44.59,13362.80,  -3.445,  0.071,  0.124,  0.059,  0.078,  0.094,  0.109,  0.109,  0.109, 1843
 499380.00, 3, 0, 1,138.10, 44.73, 49.69,12780.49, -11.142,  0.077,  0.062,  0.033,  0.072,  0.092,  0.114,  0.114,  0.114, 1843
 499380.00, 3, 0, 7,138.10, 44.73, 53.72,12778.44,  90.404,  0.019,  0.052,  0.021,  0.056,  0.077,  0.097,  0.098,  0.098, 1843
 499380.00,12, 0, 1,325.05, 19.04, 44.72,10587.18,  -5.255,  0.054,  0.080,  0.058,  0.077,  0.106,  0.141,  0.141,  0.141, 1843
 499380.00,28, 0, 1, 46.55, 34.79, 46.89, 9302.86,  -6.683,  0.051,  0.057,  0.045,  0.072,  0.096,  0.106,  0.106,  0.106, 1843
 499380.00,28, 0, 7, 46.55, 34.79, 52.13, 9298.20, 264.894,  0.006,  0.045,  0.025,  0.055,  0.082,  0.091,  0.091,  0.091, 1843
 499380.00,31, 0, 1, 85.75, 41.83, 49.53, 5857.97,  -8.734,  0.073,  0.052,  0.033,  0.069,  0.092,  0.113,  0.114,  0.114, 1843
 499380.00, 4, 0, 1,178.11, 48.16, 48.96, 6177.06, -14.573,  0.018,  0.050,  0.036,  0.071,  0.093,  0.111,  0.111,  0.111, 1843
 499380.00, 4, 0, 7,178.11, 48.16, 51.77, 5867.56, 192.404,  0.006,  0.048,  0.026,  0.061,  0.079,  0.094,  0.094,  0.094, 1843
 499440.00,25, 0, 1,354.11, 27.86, 44.23, 8276.94,  -9.154,  0.087,  0.097,  0.062,  0.091,  0.114,  0.132,  0.133,  0.133, 1844
 499440.00,25, 0, 7,354.11, 27.86, 50.87, 8274.64, 120.826,  0.008,  0.059,  0.029,  0.069,  0.103,  0.137,  0.137,  0.137, 1844
 499440.00, 6, 0, 1,263.98, 50.89, 51.16, 7876.58, -10.349,  0.014,  0.045,  0.028,  0.067,  0.082,  0.105,  0.105,  0.105, 1844
 499440.00, 6, 0, 7,263.98, 50.89, 54.81, 7874.24, 155.125,  0.008,  0.037,  0.018,  0.052,  0.068,  0.093,  0.094,  0.094, 1844
