Phase and Amplitude Scintillation Indices from KHO (78.147,16.038,0.522)

Satellite System: 0 = GPS, 1 = GLONASS, 2 = SBAS, 5 = GALILEO, 6 = COMPASS, 7 = QZSS, 8 = LBAND

Frequency: GLONASS frequency channel (-7 to +6) 

Signal Type for each Satellite System

GPS     : 1 = L1CA,     4 = L2Y,  5 = L2C, 6 = L2P,    7 = L5Q
GLONASS : 1 = L1CA,     3 = L2CA, 4 = L2P
SBAS    : 1 = L1CA,     2 = L5I
GALILEO : 1 = E1,       2 = E5A,  3 = E5B, 4 = ALTBOC, 5 = E6
COMPASS : 1 = E2
QZSS    : 1 = L1CA,     3 = L2C,  4 = L5Q
LBAND   : 1 = OMNISTAR, 2 = CDGPS

GPS Week: 2313,  Satellite System: 0

GPS TOW , PRN, Freq, SigType, Az , Elv , CNo , Lock Time, CMC Avg, CMC Std , S4 , S4 Cor, 1SecSigma, 3SecSigma, 10SecSigma, 30SecSigma, 60SecSigma , HHMM
 435180.00,10, 0, 7,346.60, 13.89, 47.13, 1383.63, 132.161,  0.006,  0.098,  0.044,  0.068,  0.077,  0.086,  0.086,  0.086, 0053
 435180.00,22, 0, 1,165.81, 29.94, 46.66, 3313.52, -10.883,  0.019,  0.075,  0.046,  0.077,  0.112,  0.142,  0.142,  0.142, 0053
 435180.00,30, 0, 1,114.87, 41.96, 48.54,12996.34, -15.962,  0.054,  0.072,  0.037,  0.066,  0.082,  0.105,  0.105,  0.105, 0053
 435180.00,30, 0, 7,114.87, 41.96, 53.92,12994.06, 254.785,  0.011,  0.039,  0.020,  0.046,  0.060,  0.077,  0.077,  0.077, 0053
 435180.00,14, 0, 1,145.47, 43.79, 48.57, 4724.40,  -6.919,  0.073,  0.067,  0.037,  0.067,  0.090,  0.111,  0.111,  0.111, 0053
 435180.00,14, 0, 7,145.47, 43.79, 53.19, 4724.74, 128.942,  0.006,  0.053,  0.022,  0.051,  0.075,  0.098,  0.099,  0.099, 0053
 435180.00,27, 0, 1,  0.01, 19.14, 41.89,11025.88,   2.809,  0.143,  0.124,  0.081,  0.084,  0.100,  0.118,  0.118,  0.118, 0053
 435180.00,27, 0, 7,  0.01, 19.14, 48.92,11023.64, 114.478,  0.013,  0.087,  0.036,  0.053,  0.069,  0.086,  0.086,  0.086, 0053
 435180.00,13, 0, 1,190.14, 55.15, 51.58,10596.49, -12.463,  0.075,  0.054,  0.026,  0.070,  0.106,  0.153,  0.154,  0.154, 0053
 435240.00,18, 0, 1,284.98, 13.50, 42.44,12625.96,  -6.746,  0.065,  0.196,  0.076,  0.117,  0.136,  0.140,  0.140,  0.140, 0054
 435240.00,18, 0, 7,284.98, 13.50, 48.93,12623.81, 151.630,  0.013,  0.070,  0.036,  0.056,  0.065,  0.071,  0.071,  0.071, 0054
 435240.00,23, 0, 1,316.82, 35.84, 47.49, 5146.04, -10.704,  0.021,  0.055,  0.042,  0.062,  0.071,  0.084,  0.085,  0.085, 0054
 435240.00,23, 0, 7,316.82, 35.84, 52.12, 5146.34,  92.926,  0.016,  0.042,  0.025,  0.046,  0.053,  0.065,  0.065,  0.066, 0054
 435240.00, 8, 0, 1, 34.92, 33.73, 46.68, 8142.49,  -6.386,  0.113,  0.063,  0.046,  0.064,  0.075,  0.087,  0.087,  0.087, 0054
 435240.00, 8, 0, 7, 34.92, 33.73, 50.66, 8069.08,  91.846,  0.003,  0.043,  0.029,  0.049,  0.057,  0.066,  0.066,  0.066, 0054
 435240.00,15, 0, 1,247.12, 50.82, 51.51, 7717.19, -14.303,  0.020,  0.037,  0.027,  0.048,  0.062,  0.074,  0.074,  0.074, 0054
 435240.00,10, 0, 1,346.44, 14.27, 42.47, 1445.97,  -1.804,  0.056,  0.134,  0.075,  0.089,  0.098,  0.107,  0.107,  0.107, 0054
 435240.00,10, 0, 7,346.44, 14.27, 47.01, 1443.63, 132.157,  0.008,  0.102,  0.045,  0.066,  0.074,  0.080,  0.081,  0.081, 0054
 435240.00,22, 0, 1,165.63, 30.35, 47.43, 3373.52, -10.727,  0.078,  0.068,  0.043,  0.070,  0.087,  0.115,  0.116,  0.116, 0054
 435240.00,30, 0, 1,114.59, 41.58, 48.46,13056.34, -15.939,  0.027,  0.073,  0.038,  0.065,  0.080,  0.097,  0.097,  0.097, 0054
 435240.00,30, 0, 7,114.59, 41.58, 53.57,13054.06, 254.755,  0.004,  0.034,  0.021,  0.045,  0.060,  0.076,  0.076,  0.076, 0054
 435240.00,14, 0, 1,145.02, 44.10, 48.42, 4784.40,  -7.312,  0.156,  0.079,  0.038,  0.066,  0.081,  0.108,  0.108,  0.108, 0054
 435240.00,14, 0, 7,145.02, 44.10, 52.67, 4784.74, 128.909,  0.016,  0.063,  0.023,  0.048,  0.066,  0.101,  0.101,  0.101, 0054
 435240.00,27, 0, 1,359.75, 18.80, 42.44,11085.88,   2.709,  0.112,  0.125,  0.076,  0.081,  0.094,  0.106,  0.106,  0.106, 0054
 435240.00,27, 0, 7,359.75, 18.80, 48.27,11083.64, 114.425,  0.008,  0.067,  0.039,  0.052,  0.068,  0.080,  0.081,  0.081, 0054
 435240.00,13, 0, 1,189.46, 54.89, 51.76,10656.49, -12.546,  0.048,  0.049,  0.026,  0.079,  0.140,  0.180,  0.181,  0.181, 0054
 435300.00,18, 0, 1,284.77, 13.13, 43.26,12685.96,  -6.046,  0.290,  0.147,  0.069,  0.112,  0.124,  0.134,  0.134,  0.134, 0055
 435300.00,18, 0, 7,284.77, 13.13, 48.99,12683.81, 151.661,  0.005,  0.076,  0.036,  0.058,  0.069,  0.078,  0.078,  0.078, 0055
 435300.00,23, 0, 1,316.37, 36.07, 47.87, 5206.04, -10.528,  0.170,  0.079,  0.040,  0.065,  0.091,  0.110,  0.110,  0.110, 0055
 435300.00,23, 0, 7,316.37, 36.07, 51.92, 5206.34,  92.963,  0.003,  0.054,  0.025,  0.051,  0.078,  0.099,  0.099,  0.099, 0055
 435300.00, 8, 0, 1, 34.43, 33.60, 45.71, 8202.49,  -6.335,  0.139,  0.099,  0.052,  0.072,  0.085,  0.097,  0.097,  0.097, 0055
 435300.00, 8, 0, 7, 34.43, 33.60, 51.09, 8129.08,  91.864,  0.013,  0.053,  0.028,  0.049,  0.059,  0.069,  0.070,  0.070, 0055
 435300.00,15, 0, 1,246.41, 50.93, 51.65, 7777.19, -14.351,  0.031,  0.041,  0.026,  0.053,  0.076,  0.098,  0.099,  0.099, 0055
 435300.00,10, 0, 1,346.29, 14.64, 42.51, 1505.97,  -1.422,  0.125,  0.117,  0.075,  0.098,  0.111,  0.122,  0.122,  0.122, 0055
 435300.00,10, 0, 7,346.29, 14.64, 47.42, 1503.63, 132.221,  0.026,  0.071,  0.043,  0.065,  0.078,  0.090,  0.090,  0.090, 0055
 435300.00,22, 0, 1,165.44, 30.77, 46.91, 3433.52, -10.513,  0.056,  0.119,  0.045,  0.073,  0.102,  0.115,  0.115,  0.115, 0055
 435300.00,30, 0, 1,114.31, 41.20, 48.48,13116.34, -15.988,  0.036,  0.069,  0.038,  0.068,  0.084,  0.097,  0.098,  0.098, 0055
 435300.00,30, 0, 7,114.31, 41.20, 53.41,13114.06, 254.742,  0.002,  0.033,  0.021,  0.046,  0.062,  0.076,  0.076,  0.076, 0055
 435300.00,14, 0, 1,144.56, 44.40, 49.13, 4844.40,  -7.335,  0.139,  0.075,  0.035,  0.065,  0.085,  0.098,  0.098,  0.098, 0055
 435300.00,14, 0, 7,144.56, 44.40, 52.82, 4844.74, 128.867,  0.006,  0.073,  0.023,  0.050,  0.068,  0.082,  0.082,  0.082, 0055
 435300.00,27, 0, 1,359.49, 18.47, 43.00,11145.88,   3.210,  0.173,  0.095,  0.071,  0.080,  0.095,  0.105,  0.106,  0.106, 0055
 435300.00,27, 0, 7,359.49, 18.47, 48.37,11143.64, 114.473,  0.026,  0.067,  0.038,  0.052,  0.068,  0.079,  0.080,  0.080, 0055
 435300.00,13, 0, 1,188.79, 54.63, 51.73,10716.49, -12.795,  0.094,  0.052,  0.026,  0.117,  0.232,  0.287,  0.291,  0.291, 0055
 435360.00,18, 0, 1,284.55, 12.75, 43.28,12745.96,  -5.364,  0.179,  0.221,  0.069,  0.121,  0.132,  0.140,  0.140,  0.140, 0056
 435360.00,18, 0, 7,284.55, 12.75, 48.46,12743.81, 151.654,  0.004,  0.074,  0.038,  0.060,  0.070,  0.079,  0.079,  0.079, 0056
 435360.00,23, 0, 1,315.92, 36.30, 48.10, 5266.04, -10.007,  0.111,  0.052,  0.039,  0.063,  0.081,  0.099,  0.099,  0.099, 0056
 435360.00,23, 0, 7,315.92, 36.30, 51.89, 5266.34,  92.977,  0.010,  0.042,  0.025,  0.051,  0.071,  0.090,  0.090,  0.090, 0056
 435360.00, 8, 0, 1, 33.95, 33.47, 45.63, 8262.49,  -6.674,  0.071,  0.094,  0.052,  0.074,  0.088,  0.099,  0.099,  0.099, 0056
 435360.00, 8, 0, 7, 33.95, 33.47, 51.51, 8189.08,  91.923,  0.018,  0.039,  0.027,  0.050,  0.061,  0.070,  0.070,  0.070, 0056
 435360.00,15, 0, 1,245.68, 51.02, 51.55, 7837.19, -14.178,  0.044,  0.036,  0.026,  0.054,  0.072,  0.088,  0.089,  0.089, 0056
 435360.00,10, 0, 1,346.13, 15.02, 43.14, 1565.97,  -1.061,  0.108,  0.119,  0.070,  0.094,  0.106,  0.118,  0.119,  0.119, 0056
 435360.00,10, 0, 7,346.13, 15.02, 47.23, 1563.63, 132.308,  0.024,  0.068,  0.044,  0.067,  0.079,  0.091,  0.091,  0.091, 0056
 435360.00,22, 0, 1,165.25, 31.19, 46.86, 3493.52, -10.525,  0.072,  0.113,  0.045,  0.080,  0.107,  0.134,  0.134,  0.134, 0056
 435360.00,30, 0, 1,114.04, 40.80, 48.21,13176.34, -15.905,  0.014,  0.076,  0.039,  0.070,  0.083,  0.095,  0.095,  0.095, 0056
 435360.00,30, 0, 7,114.04, 40.80, 53.07,13174.06, 254.719,  0.014,  0.051,  0.022,  0.047,  0.059,  0.069,  0.069,  0.069, 0056
 435360.00,14, 0, 1,144.09, 44.70, 48.89, 4904.40,  -7.103,  0.012,  0.068,  0.036,  0.066,  0.078,  0.097,  0.097,  0.097, 0056
 435360.00,14, 0, 7,144.09, 44.70, 53.21, 4904.74, 128.889,  0.004,  0.052,  0.022,  0.049,  0.062,  0.088,  0.088,  0.088, 0056
 435360.00,27, 0, 1,359.23, 18.13, 42.22,11205.88,   3.451,  0.076,  0.138,  0.078,  0.085,  0.100,  0.114,  0.114,  0.114, 0056
 435360.00,27, 0, 7,359.23, 18.13, 48.96,11203.64, 114.525,  0.004,  0.068,  0.036,  0.054,  0.073,  0.091,  0.091,  0.091, 0056
 435360.00,13, 0, 1,188.12, 54.36, 51.27,10776.49, -13.190,  0.164,  0.053,  0.027,  0.089,  0.181,  0.225,  0.227,  0.228, 0056
 435420.00,18, 0, 1,284.34, 12.38, 44.03,12805.96,  -4.728,  0.113,  0.210,  0.063,  0.118,  0.145,  0.154,  0.154,  0.154, 0057
 435420.00,18, 0, 7,284.34, 12.38, 48.22,12803.81, 151.671,  0.011,  0.083,  0.039,  0.062,  0.075,  0.085,  0.085,  0.085, 0057
 435420.00,23, 0, 1,315.47, 36.52, 47.85, 5326.04,  -9.977,  0.117,  0.054,  0.040,  0.064,  0.086,  0.105,  0.106,  0.106, 0057
 435420.00,23, 0, 7,315.47, 36.52, 52.02, 5326.34,  92.981,  0.010,  0.046,  0.025,  0.049,  0.066,  0.085,  0.085,  0.085, 0057
 435420.00, 8, 0, 1, 33.48, 33.33, 46.10, 8322.49,  -6.196,  0.123,  0.072,  0.050,  0.070,  0.088,  0.102,  0.102,  0.102, 0057
 435420.00, 8, 0, 7, 33.48, 33.33, 51.42, 8249.08,  91.948,  0.001,  0.038,  0.027,  0.050,  0.063,  0.073,  0.073,  0.073, 0057
 435420.00,15, 0, 1,244.98, 51.11, 51.44, 7897.19, -14.302,  0.063,  0.038,  0.027,  0.058,  0.090,  0.104,  0.104,  0.104, 0057
 435420.00,10, 0, 1,345.97, 15.39, 43.40, 1625.97,  -0.955,  0.055,  0.138,  0.068,  0.099,  0.118,  0.134,  0.134,  0.134, 0057
 435420.00,10, 0, 7,345.97, 15.39, 47.32, 1623.63, 132.327,  0.012,  0.070,  0.043,  0.069,  0.090,  0.108,  0.109,  0.109, 0057
 435420.00,22, 0, 1,165.05, 31.60, 47.08, 3553.52, -10.532,  0.038,  0.104,  0.044,  0.090,  0.137,  0.179,  0.179,  0.180, 0057
 435420.00,30, 0, 1,113.79, 40.42, 48.17,13236.34, -15.949,  0.025,  0.077,  0.039,  0.071,  0.091,  0.110,  0.111,  0.111, 0057
 435420.00,30, 0, 7,113.79, 40.42, 52.89,13234.06, 254.694,  0.007,  0.043,  0.023,  0.049,  0.066,  0.081,  0.081,  0.081, 0057
 435420.00,14, 0, 1,143.62, 44.99, 49.11, 4964.40,  -7.167,  0.023,  0.075,  0.035,  0.069,  0.091,  0.104,  0.105,  0.105, 0057
 435420.00,14, 0, 7,143.62, 44.99, 52.70, 4964.74, 128.870,  0.013,  0.055,  0.023,  0.053,  0.075,  0.091,  0.092,  0.092, 0057
 435420.00,27, 0, 1,358.99, 17.80, 41.78,11265.88,   3.076,  0.077,  0.122,  0.082,  0.090,  0.104,  0.116,  0.116,  0.116, 0057
 435420.00,27, 0, 7,358.99, 17.80, 48.64,11263.64, 114.556,  0.008,  0.111,  0.037,  0.054,  0.069,  0.079,  0.079,  0.079, 0057
 435420.00,13, 0, 1,187.49, 54.09, 51.43,10836.49, -13.861,  0.257,  0.056,  0.027,  0.085,  0.129,  0.194,  0.195,  0.195, 0057
 435480.00,18, 0, 1,284.14, 12.00, 43.06,12865.96,  -4.594,  0.016,  0.223,  0.070,  0.136,  0.160,  0.168,  0.168,  0.168, 0058
 435480.00,18, 0, 7,284.14, 12.00, 48.08,12863.81, 151.698,  0.002,  0.074,  0.039,  0.059,  0.072,  0.081,  0.081,  0.081, 0058
 435480.00,23, 0, 1,315.01, 36.74, 47.64, 5386.04, -10.362,  0.080,  0.055,  0.041,  0.065,  0.089,  0.099,  0.100,  0.100, 0058
 435480.00,23, 0, 7,315.01, 36.74, 52.22, 5386.34,  92.976,  0.010,  0.044,  0.024,  0.049,  0.070,  0.078,  0.078,  0.078, 0058
 435480.00, 8, 0, 1, 33.00, 33.19, 45.43, 8382.49,  -6.183,  0.066,  0.065,  0.054,  0.069,  0.089,  0.102,  0.102,  0.102, 0058
 435480.00, 8, 0, 7, 33.00, 33.19, 51.24, 8309.08,  91.956,  0.006,  0.041,  0.027,  0.049,  0.066,  0.076,  0.076,  0.076, 0058
 435480.00,15, 0, 1,244.25, 51.19, 51.23, 7957.19, -14.358,  0.022,  0.038,  0.027,  0.050,  0.075,  0.086,  0.086,  0.086, 0058
 435480.00,10, 0, 1,345.81, 15.76, 43.03, 1685.97,  -0.852,  0.061,  0.138,  0.071,  0.096,  0.113,  0.125,  0.125,  0.125, 0058
 435480.00,10, 0, 7,345.81, 15.76, 46.93, 1683.63, 132.266,  0.020,  0.094,  0.045,  0.068,  0.087,  0.097,  0.097,  0.097, 0058
 435480.00,22, 0, 1,164.85, 32.02, 46.98, 3613.52, -10.617,  0.092,  0.090,  0.045,  0.083,  0.106,  0.136,  0.137,  0.137, 0058
 435480.00,30, 0, 1,113.54, 40.03, 47.83,13296.34, -15.989,  0.019,  0.078,  0.041,  0.071,  0.091,  0.109,  0.109,  0.109, 0058
 435480.00,30, 0, 7,113.54, 40.03, 52.90,13294.06, 254.741,  0.014,  0.038,  0.023,  0.046,  0.065,  0.080,  0.080,  0.080, 0058
 435480.00,14, 0, 1,143.14, 45.27, 49.06, 5024.40,  -7.184,  0.020,  0.075,  0.035,  0.069,  0.090,  0.106,  0.106,  0.106, 0058
 435480.00,14, 0, 7,143.14, 45.27, 52.91, 5024.74, 128.853,  0.005,  0.059,  0.023,  0.053,  0.074,  0.092,  0.092,  0.092, 0058
 435480.00,27, 0, 1,358.74, 17.46, 42.01,11325.88,   3.215,  0.075,  0.103,  0.079,  0.083,  0.101,  0.110,  0.110,  0.110, 0058
 435480.00,27, 0, 7,358.74, 17.46, 47.33,11323.64, 114.499,  0.026,  0.080,  0.043,  0.057,  0.073,  0.081,  0.081,  0.081, 0058
 435480.00,13, 0, 1,186.86, 53.81, 51.39,10896.49, -14.489,  0.046,  0.049,  0.027,  0.082,  0.159,  0.200,  0.201,  0.201, 0058
 435540.00,18, 0, 1,283.93, 11.63, 43.57,12925.96,  -4.576,  0.036,  0.217,  0.066,  0.125,  0.147,  0.153,  0.154,  0.154, 0059
 435540.00,18, 0, 7,283.93, 11.63, 47.56,12923.81, 151.666,  0.022,  0.105,  0.042,  0.062,  0.069,  0.076,  0.076,  0.076, 0059
 435540.00,23, 0, 1,314.54, 36.95, 48.41, 5446.04, -10.354,  0.073,  0.063,  0.038,  0.060,  0.074,  0.084,  0.084,  0.084, 0059
 435540.00,23, 0, 7,314.54, 36.95, 52.51, 5446.34,  93.025,  0.010,  0.043,  0.024,  0.047,  0.061,  0.069,  0.069,  0.069, 0059
 435540.00, 8, 0, 1, 32.53, 33.03, 46.08, 8442.49,  -6.176,  0.061,  0.064,  0.050,  0.068,  0.079,  0.089,  0.090,  0.090, 0059
 435540.00, 8, 0, 7, 32.53, 33.03, 51.18, 8369.08,  91.962,  0.005,  0.048,  0.028,  0.049,  0.058,  0.066,  0.066,  0.066, 0059
 435540.00,15, 0, 1,243.53, 51.26, 51.65, 8017.19, -14.297,  0.015,  0.038,  0.026,  0.052,  0.071,  0.086,  0.086,  0.086, 0059
 435540.00,10, 0, 1,345.64, 16.14, 43.37, 1745.97,  -0.913,  0.041,  0.104,  0.068,  0.096,  0.110,  0.126,  0.126,  0.126, 0059
 435540.00,10, 0, 7,345.64, 16.14, 48.18, 1743.63, 132.272,  0.013,  0.074,  0.039,  0.065,  0.083,  0.105,  0.106,  0.106, 0059
 435540.00,22, 0, 1,164.65, 32.43, 48.04, 3673.52, -10.833,  0.072,  0.165,  0.040,  0.078,  0.111,  0.126,  0.128,  0.128, 0059
 435540.00,30, 0, 1,113.29, 39.64, 47.91,13356.34, -15.868,  0.023,  0.105,  0.040,  0.071,  0.081,  0.091,  0.092,  0.092, 0059
 435540.00,30, 0, 7,113.29, 39.64, 53.03,13354.06, 254.767,  0.006,  0.038,  0.022,  0.046,  0.057,  0.070,  0.070,  0.070, 0059
 435540.00,14, 0, 1,142.65, 45.55, 49.63, 5084.40,  -7.061,  0.029,  0.063,  0.033,  0.066,  0.079,  0.093,  0.093,  0.093, 0059
 435540.00,14, 0, 7,142.65, 45.55, 53.13, 5084.74, 128.870,  0.002,  0.057,  0.022,  0.052,  0.064,  0.079,  0.079,  0.079, 0059
 435540.00,27, 0, 1,358.50, 17.12, 42.13,11385.88,   3.417,  0.030,  0.104,  0.078,  0.083,  0.091,  0.096,  0.096,  0.096, 0059
 435540.00,27, 0, 7,358.50, 17.12, 48.63,11383.64, 114.529,  0.030,  0.078,  0.037,  0.054,  0.062,  0.068,  0.068,  0.068, 0059
 435540.00,13, 0, 1,186.24, 53.52, 51.59,10956.49, -13.898,  0.491,  0.054,  0.026,  0.125,  0.278,  0.382,  0.383,  0.383, 0059
 435600.00,18, 0, 1,283.73, 11.25, 42.85,12985.96,  -4.612,  0.077,  0.282,  0.072,  0.130,  0.167,  0.175,  0.176,  0.176, 0100
 435600.00,18, 0, 7,283.73, 11.25, 47.09,12983.81, 151.630,  0.004,  0.082,  0.044,  0.065,  0.072,  0.084,  0.084,  0.084, 0100
 435600.00,23, 0, 1,314.07, 37.15, 48.34, 5506.04, -10.200,  0.014,  0.050,  0.038,  0.063,  0.077,  0.094,  0.095,  0.095, 0100
 435600.00,23, 0, 7,314.07, 37.15, 52.08, 5506.34,  93.011,  0.010,  0.037,  0.025,  0.048,  0.058,  0.074,  0.074,  0.074, 0100
 435600.00, 8, 0, 1, 32.06, 32.88, 46.21, 8502.49,  -5.983,  0.065,  0.060,  0.049,  0.069,  0.082,  0.100,  0.100,  0.100, 0100
 435600.00, 8, 0, 7, 32.06, 32.88, 50.72, 8429.08,  91.959,  0.008,  0.041,  0.029,  0.051,  0.059,  0.074,  0.074,  0.074, 0100
 435600.00,15, 0, 1,242.80, 51.32, 51.56, 8077.19, -14.258,  0.011,  0.038,  0.026,  0.056,  0.092,  0.114,  0.115,  0.115, 0100
 435600.00,10, 0, 1,345.47, 16.51, 43.28, 1805.97,  -1.166,  0.110,  0.124,  0.069,  0.093,  0.112,  0.142,  0.142,  0.142, 0100
 435600.00,10, 0, 7,345.47, 16.51, 47.21, 1803.63, 132.279,  0.008,  0.101,  0.044,  0.071,  0.094,  0.125,  0.126,  0.126, 0100
 435600.00,22, 0, 1,164.44, 32.84, 48.18, 3733.52, -10.591,  0.044,  0.099,  0.039,  0.077,  0.099,  0.138,  0.138,  0.138, 0100
 435600.00,30, 0, 1,113.05, 39.25, 47.98,13416.34, -15.720,  0.141,  0.091,  0.040,  0.073,  0.090,  0.111,  0.111,  0.111, 0100
 435600.00,30, 0, 7,113.05, 39.25, 52.61,13414.06, 254.786,  0.005,  0.043,  0.023,  0.049,  0.063,  0.079,  0.080,  0.080, 0100
 435600.00,14, 0, 1,142.15, 45.83, 49.35, 5144.40,  -7.043,  0.029,  0.082,  0.034,  0.067,  0.084,  0.100,  0.100,  0.100, 0100
 435600.00,14, 0, 7,142.15, 45.83, 52.68, 5144.74, 128.862,  0.003,  0.049,  0.023,  0.051,  0.067,  0.080,  0.081,  0.081, 0100
 435600.00,27, 0, 1,358.27, 16.78, 42.19,11445.88,   3.629,  0.205,  0.128,  0.078,  0.081,  0.092,  0.112,  0.112,  0.112, 0100
 435600.00,27, 0, 7,358.27, 16.78, 48.20,11443.64, 114.615,  0.021,  0.075,  0.039,  0.054,  0.065,  0.084,  0.085,  0.085, 0100
 435600.00,13, 0, 1,185.64, 53.23, 51.49,11016.49, -12.337,  0.299,  0.053,  0.027,  0.075,  0.125,  0.150,  0.151,  0.152, 0100
 435660.00,18, 0, 1,283.53, 10.86, 41.14,13045.96,  -5.462,  0.394,  0.275,  0.088,  0.150,  0.186,  0.194,  0.195,  0.195, 0101
 435660.00,18, 0, 7,283.53, 10.86, 47.55,13043.81, 151.665,  0.018,  0.079,  0.042,  0.063,  0.076,  0.086,  0.086,  0.086, 0101
 435660.00,23, 0, 1,313.58, 37.36, 48.09, 5566.04, -10.345,  0.080,  0.052,  0.039,  0.066,  0.085,  0.104,  0.105,  0.105, 0101
 435660.00,23, 0, 7,313.58, 37.36, 52.26, 5566.34,  92.994,  0.003,  0.036,  0.024,  0.048,  0.064,  0.080,  0.080,  0.080, 0101
 435660.00, 8, 0, 1, 31.59, 32.71, 46.00, 8562.49,  -5.779,  0.026,  0.063,  0.050,  0.074,  0.090,  0.106,  0.107,  0.107, 0101
 435660.00, 8, 0, 7, 31.59, 32.71, 50.93, 8489.08,  91.997,  0.012,  0.041,  0.028,  0.050,  0.065,  0.078,  0.079,  0.079, 0101
 435660.00,15, 0, 1,242.05, 51.37, 51.49, 8137.19, -14.262,  0.011,  0.040,  0.027,  0.060,  0.098,  0.139,  0.139,  0.139, 0101
 435660.00,10, 0, 1,345.30, 16.88, 43.27, 1865.97,  -1.495,  0.132,  0.097,  0.069,  0.089,  0.109,  0.139,  0.140,  0.140, 0101
 435660.00,10, 0, 7,345.30, 16.88, 47.35, 1863.63, 132.229,  0.019,  0.073,  0.043,  0.070,  0.092,  0.123,  0.125,  0.125, 0101
 435660.00,22, 0, 1,164.22, 33.26, 47.97, 3793.52, -10.796,  0.019,  0.091,  0.040,  0.078,  0.101,  0.133,  0.133,  0.133, 0101
 435660.00,30, 0, 1,112.82, 38.85, 47.85,13476.34, -15.322,  0.084,  0.085,  0.041,  0.074,  0.095,  0.114,  0.114,  0.114, 0101
 435660.00,30, 0, 7,112.82, 38.85, 52.81,13474.06, 254.810,  0.012,  0.042,  0.023,  0.050,  0.070,  0.084,  0.084,  0.084, 0101
 435660.00,14, 0, 1,141.64, 46.11, 49.24, 5204.40,  -7.026,  0.043,  0.074,  0.035,  0.067,  0.089,  0.109,  0.110,  0.110, 0101
 435660.00,14, 0, 7,141.64, 46.11, 52.93, 5204.74, 128.877,  0.002,  0.049,  0.023,  0.052,  0.075,  0.091,  0.092,  0.092, 0101
 435660.00,27, 0, 1,358.03, 16.43, 42.11,11505.87,   4.269,  0.140,  0.096,  0.079,  0.090,  0.108,  0.125,  0.125,  0.125, 0101
 435660.00,27, 0, 7,358.03, 16.43, 48.84,11503.63, 114.737,  0.043,  0.064,  0.036,  0.059,  0.076,  0.091,  0.091,  0.091, 0101
 435660.00,24, 0, 1,253.31, 10.24, 40.76,  746.93,   0.804,  0.021,  0.140,  0.092,  0.113,  0.138,  0.164,  0.164,  0.164, 0101
 435660.00,24, 0, 7,253.31, 10.24, 49.24,  744.63, 188.584,  0.009,  0.069,  0.035,  0.065,  0.104,  0.138,  0.138,  0.138, 0101
 435660.00,13, 0, 1,185.03, 52.92, 51.18,11076.49, -11.926,  0.027,  0.044,  0.028,  0.063,  0.094,  0.126,  0.127,  0.127, 0101
 435720.00,18, 0, 1,283.34, 10.49, 42.62,13105.96,  -5.827,  0.109,  0.207,  0.074,  0.125,  0.155,  0.164,  0.164,  0.164, 0102
 435720.00,18, 0, 7,283.34, 10.49, 47.65,13103.81, 151.716,  0.010,  0.063,  0.041,  0.063,  0.079,  0.088,  0.088,  0.088, 0102
 435720.00,23, 0, 1,313.11, 37.55, 48.32, 5626.04, -10.550,  0.046,  0.060,  0.038,  0.066,  0.091,  0.109,  0.109,  0.109, 0102
 435720.00,23, 0, 7,313.11, 37.55, 52.12, 5626.34,  92.990,  0.003,  0.047,  0.025,  0.049,  0.067,  0.082,  0.082,  0.082, 0102
 435720.00, 8, 0, 1, 31.14, 32.55, 46.20, 8622.49,  -5.752,  0.053,  0.074,  0.049,  0.075,  0.098,  0.113,  0.113,  0.113, 0102
 435720.00, 8, 0, 7, 31.14, 32.55, 50.68, 8549.08,  92.027,  0.003,  0.048,  0.029,  0.052,  0.070,  0.082,  0.082,  0.082, 0102
 435720.00,15, 0, 1,241.33, 51.41, 51.63, 8197.19, -14.144,  0.034,  0.043,  0.026,  0.066,  0.109,  0.132,  0.132,  0.132, 0102
 435720.00,10, 0, 1,345.12, 17.25, 43.87, 1925.97,  -1.865,  0.072,  0.092,  0.064,  0.087,  0.119,  0.144,  0.145,  0.145, 0102
 435720.00,10, 0, 7,345.12, 17.25, 47.54, 1923.63, 132.156,  0.013,  0.101,  0.042,  0.072,  0.104,  0.130,  0.131,  0.131, 0102
 435720.00,22, 0, 1,164.00, 33.66, 48.25, 3853.52, -10.953,  0.059,  0.074,  0.039,  0.080,  0.120,  0.167,  0.167,  0.167, 0102
 435720.00,30, 0, 1,112.60, 38.45, 47.70,13536.34, -15.095,  0.075,  0.086,  0.041,  0.074,  0.101,  0.126,  0.127,  0.127, 0102
 435720.00,30, 0, 7,112.60, 38.45, 52.97,13534.06, 254.872,  0.021,  0.040,  0.022,  0.051,  0.071,  0.090,  0.090,  0.090, 0102
 435720.00,14, 0, 1,141.13, 46.37, 49.31, 5264.40,  -7.263,  0.049,  0.064,  0.034,  0.065,  0.092,  0.117,  0.117,  0.117, 0102
 435720.00,14, 0, 7,141.13, 46.37, 52.94, 5264.74, 128.855,  0.011,  0.052,  0.023,  0.051,  0.071,  0.093,  0.093,  0.093, 0102
 435720.00,27, 0, 1,357.80, 16.09, 42.02,11565.87,   4.565,  0.055,  0.096,  0.079,  0.099,  0.119,  0.135,  0.135,  0.135, 0102
